"code","title","description","credits","createdAt","updatedAt","id","cycle"
TCH055,Bases de données,"Ce cours ne peut être reconnu dans le cadre d’un programme de baccalauréat. Au terme de ce cours, l'étudiante ou l’étudiant sera en mesure de décrire les principales composantes et fonctionnalités d’un système de gestion de base de données (SBGD), distinguer entre différents types de bases de données (ex : relationnelle, non relationnelle, objet, logique); comprendre et appliquer les principes fondamentaux de la normalisation; concevoir un schéma relationnel modélisant les...",3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.777,353950,1
ELE749,Conception conjointe matériel-logiciel de systèmes numériques,"Acquérir des notions intégration-système pour la conception et la réalisation conjointe matériel-logiciel de systèmes numériques avancés. Éléments architecturaux des microprocesseurs haute-performance et unités de traitement graphique. Notions de bus informatique. Techniques d'accélération. Exécution spéculative. Superscalarité et multicoeurs. Systèmes numériques hybrides : processeurs multi-coeurs, circuits intégrés programmables et unités de traitement graphique. Jeux...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,350591,1
GTS602,Conception d'orthèses et de prothèses,"Au terme de ce cours, l’étudiante ou l’étudiant aura acquis les connaissances de base sur les orthèses, les prothèses et leur conception. Introduction, historique, terminologie et classification de prothèses et d'orthèses. Remplacement partiel ou total de membres et d’articulations. Introduction à la biomécanique reliée à la conception de prothèses et d'orthèses : aspects cliniques et mécaniques, biomatériaux, biocompatibilité. Objectifs et critères généraux de...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,352173,1
GES828,Cadre juridique avancé pour ingénieurs en affaires,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’analyser une problématique juridique et de concevoir des solutions pragmatiques, durables et innovatrices;d’intégrer dans sa pratique professionnelle les atouts, habiletés et compétences d’ordre juridique qu’il a progressivement acquis; de comprendre le rôle joué par le droit dans la conception et le développement de produits, les activités de transfert technologique et d’innovation ainsi qu’en matière...",3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.778,350982,2
LOG450,Conception d’applications mobiles,"Ce cours introduit les étudiants au développement d’applications pour les appareils mobiles. Au terme de ce cours, les étudiantes et les étudiants seront en mesure de : concevoir, développer et déployer une application mobile; appliquer les patrons de conception spécifiques à la conception d’applications mobiles; maîtriser les outils de développement d’une application mobile; comprendre les enjeux reliés à la production d’une application mobile. Les sujets abordés incluent...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.778,352465,1
ENM850,Chaîne d’approvisionnement et transformation numérique,"Ce cours vise à initier les étudiantes ou les étudiants aux concepts de planification de la chaîne d’approvisionnement numérique, sensibiliser les étudiantes ou les étudiants à l’importance de l'automatisation robotisée des processus (RPA), se familiariser avec l'architecture et les fonctionnalités des progiciels de gestion intégrée (ERP), initier les étudiantes ou les étudiants aux complexités technologiques entourant l'implantation des solutions de gestion de la chaîne...",3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.779,350751,2
AER780,Dynamique du vol des engins spatiaux,"Au terme de ce cours, l’étudiant sera en mesure de : appliquer les principes de base de la dynamique, les lois de Newton et les lois de Kepler pour calculer la position d’un engin spatial dans son orbite, identifier les éléments orbitaux s’appliquant à un engin spatial, reconnaître différents types d’orbites autour de la Terre ou autre corps céleste, calculer le delta-V (changement de vitesse) nécessaire pour effectuer des manœuvres orbitales, reconnaître différents types de...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,912182,1
PHY332,Électricité et magnétisme,"Au terme de ce cours, l’étudiante ou l’étudiant aura acquis les connaissances élémentaires en matière d’électricité et de magnétisme de façon à pouvoir analyser et interpréter les phénomènes connexes qui y sont reliés. L'électrostatique et ses lois : charge électrique, champ, loi de Coulomb, potentiel électrique. Fondement de la théorie de l'électrostatique : polarisation, dipôle, loi de Gauss. Énergie électrostatique : charges ponctuelles, charges distribuées,...",4,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,353422,1
ELE654,Électronique de puissance II,"Au terme de ce cours, l'étudiante ou l'étudiant sera familier avec le fonctionnement des hacheurs de courant et des convertisseurs à commutation forcée. Hacheurs et onduleurs. Principes de la commutation forcée. Hacheurs : couplage série, montage parallèle, récupération d'énergie. Onduleurs autonomes : onduleurs à deux thyristors en parallèle, onduleurs à deux thyristors en série, onduleurs en pont, onduleurs monophasés et triphasés. Principes de fonctionnement et applications...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,350421,1
GOL504,Conseils et spécificités sectorielles,"Au terme de ce cours, l’étudiante ou l’étudiant sera sensible aux enjeux de base concernant le rôle du conseiller dans une démarche d’amélioration continue ainsi que les spécificités sectorielles et organisationnelles pouvant impacter une démarche d’amélioration. Notions de base du conseil (contrat psychologie, gestion des attentes, gestion des risques, organisation de la démarche). Pour chaque secteur : normes et lois, critères de performance et l’apport des technologies...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.781,351261,1
ELE773,Éléments de robotique,"Au terme de ce cours, l'étudiante ou l'étudiant aura acquis les principes de base d'un robot à plusieurs axes et des parties électriques et électroniques des robots, soit actionneurs, variateurs et commande. Robots : classification, applications, composantes, systèmes de coordonnées, degrés de liberté. Modélisation, cinématique directe, cinématique inverse, génération des trajectoires. Profils de vitesse et d'accélération. Commande des robots : commande en chaîne ouverte,...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,350651,1
SYS863-É25,Deep Generative Modeling: Theory and Applications,"Deep generative models have emerged rapidly as the state-of-the-art techniques for generating real-looking image and non-image data samples. Their applications comprise image editing, data augmentation (e.g., for enabling tumor classification in case of low data schemes in medicine), image translation, preserving privacy, and so forth. This course aims to familiarize students with different deep generative models including (but not limited to) Generative Adversarial Network (GAN) and...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.782,907932,2
TCH013,Automates programmables et logique séquentielle,"Ce cours ne peut être reconnu dans le cadre d’un programme de baccalauréat. Au terme de ce cours, l'étudiante ou l’étudiant sera en mesure : de programmer une séquence simple en GRAFCET; de programmer une séquence simple sur un automate programmable. Structure et composantes des systèmes automatisés. Analyse des problèmes d’automatisation par la logique combinatoire et séquentielle. Représentation des solutions par des circuits logiques et leur traduction en logique programmée...",3,2024-11-02 01:50:21.502,2024-11-02 01:50:21.777,353860,1
PGM110,Comptabilité et finances en maintenance,"À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure : d’utiliser les notions de base de la comptabilité pour évaluer les impacts financiers, préparer un budget annuel, gérer des frais d’inventaire ou faire des prévisions; de réaliser des justifications économiques d’investissement; d’analyser des informations financières pertinentes à la maintenance. Terminologie comptable et financière. Principes de base de la comptabilité, de la comptabilité analytique, de...",2,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,353404,1
CTN737,BIM et technologies de l’information dans la construction,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de comprendre les enjeux de l’industrie de la construction en matière d’utilisation des nouvelles approches technologiques, et de maîtriser les principes de base et leurs principales applications en construction. Il se familiarisera notamment à l’approche de modélisation des données du bâtiment (BIM) et sera capable de connaître les principales plateformes BIM utilisées pour l’ingénierie de la construction, de...",3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.777,350008,1
GPA205,Conception de systèmes de production,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure de développer des habiletés dans la conception des systèmes de production de biens. Définitions des systèmes manufacturiers : systèmes orientés procédés, systèmes orientés produits, équipements de fabrication, systèmes automatisés de manutention et de stockage (exemples : systèmes de véhicules guidés automatisés, robots, mobiles, systèmes de convoyeurs automatisés, carrousel, etc.), caractéristiques et...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,351489,1
SDE887-A24,Calcul parasismique des bâtiments et des composants non-structuraux : des fondamentaux aux concepts avancés,L’objectif principal du cours est de familiariser les étudiantes et les étudiants avec les différentes méthodes d’analyse sismique des bâtiments et des composants non-structuraux. Les principes de la modélisation par éléments finis et de la stabilité des structures seront introduits. • Notions de base en dynamique des structures et en génie parasismique (1 cours) • Analyse dynamique des structures en réponse aux sollicitations sismiques (3.0 cours) Modélisation Spectres de...,3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.778,907912,2
GPA755,Cellules de production robotisée,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de concevoir en équipe une cellule de production robotisée; d’intégrer différentes technologies d’automatisation et de robotique dans un environnement industriel. Connaissances générales : notions d’aménagement, concepts MES (Manufacturing Execution System) et lien ERP (Enterprise Resource Planning). Conception d’un environnement robotisé à partir d’un cahier de charges : étapes d'implantation d'un projet...",4,2024-11-02 01:50:21.503,2024-11-02 01:50:21.778,351695,1
GES868,Changement et innovation,"L’objectif général du cours est de sensibiliser les étudiantes ou étudiants aux aspects humains dans un contexte d’innovation organisationnelle. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure d’intégrer les notions du comportement organisationnel au sein des organisations en tant qu’observateur et participant, ainsi que de contribuer positivement aux organisations afin de favoriser l’innovation et la transformation organisationnelles. À la fin du cours,...",3,2024-11-02 01:50:21.503,2024-11-02 01:50:21.779,351027,2
MGC822,Conception et construction de bâtiments durables,"Ce cours vise à décrire les impacts environnementaux des bâtiments en général et à présenter différentes approches adoptées dans la conception et la construction de bâtiments durables afin de minimiser ces impacts. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de reconnaître les impacts environnementaux des bâtiments ; de proposer différentes options écologiques ; de préparer une analyse du cycle de vie de composantes du bâtiment; d’évaluer un bâtiment...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.780,353192,2
ELE652,Électricité industrielle,"Au terme de ce cours, l'étudiante ou l'étudiant sera familier avec la distribution électrique et les divers types de relais et de protection. Planification d'un système électrique industriel. Sécurité, fiabilité. Choix de la tension. Effets attribuables à la variation de tension. Protection des transformateurs, des moteurs, des câbles. Calcul des courants de faute. Composants symétriques. Mesure du facteur de puissance, normes relatives aux condensateurs. Harmoniques et transitoires....",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,350403,1
ELE355,Électronique de puissance I,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de : comprendre le fonctionnement des sources, redresseurs et onduleurs utilisés pour alimenter les équipements électriques de types résidentiels et industriels. Caractéristiques des composants réactifs (condensateurs, inductances) et semi-conducteurs de puissance (diodes, thyristors, Mosfet, Igbt, Gto). Étude des différents montages redresseurs à diodes avec et sans isolation galvanique. Redresseurs réversibles et non...",4,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,350293,1
GPA210,Éléments de fabrication mécanique,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure : d’appliquer les méthodes de la fabrication mécanique; d’analyser des dessins industriels; de préparer les gammes d’usinage des pièces mécaniques. Analyse de dessins d'ensemble et de définition. Tolérances dimensionnelles et géométriques selon les normes ISO et ANSI. Principe de la cotation fonctionnelle. Procédés d'obtention des bruts et procédés d'usinage. Choix des procédés de mise en forme et...",4,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,351495,1
TCH040,Éléments d’usinage et métrologie dimensionnelle,"Ce cours ne peut être reconnu dans le cadre d’un programme de baccalauréat. Au terme de ce cours, l'étudiante ou l'étudiant sera en mesure de fabriquer, par usinage, un mécanisme comprenant plusieurs pièces de complexité moyenne. Techniques d’usinage conventionnel. Planification des gammes. Sélection des outils de coupe. Techniques de mesure des tolérances dimensionnelles Utilisation sécuritaire des machines-outils. Techniques d’usinage des pièces suivant les spécifications...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,353920,1
MEC671,Design conceptuel des aéronefs,"S’initier au domaine de l'aéronautique, à la mécanique du vol et aux diverses composantes d'un avion : aile, fuselage, systèmes hydrauliques, éléments de contrôle, leur rôle et leurs interactions. Analyser les performances d'un avion en régime de croisière et lors du décollage et de l'atterrissage. À la fin du cours, l’étudiante ou l'étudiant sera en mesure: d’utiliser les étapes du design conceptuel pour concevoir un avion; d’identifier les différentes composantes d'un...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.782,352952,1
GPA783,Asservissement numérique en temps réel,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure : d’appliquer les principes de la commande par ordinateur; de concevoir des contrôleurs en temps réel par des techniques numériques. Fonctionnement et modélisation des convertisseurs de type numérique à analogique, de type analogique à numérique et des encodeurs de position. Théorème d'échantillonnage et bloqueur d'ordre zéro. Analyse des systèmes d’asservissement échantillonnés. Fonctionnement des...",4,2024-11-02 01:50:21.502,2024-11-02 01:50:21.776,351781,1
GPA725,Conception assistée par ordinateur de composants aéronautiques,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure : d’appliquer les notions avancées en conception assistée par ordinateur (CAO); d’utiliser efficacement les outils de CAO pour concevoir des systèmes mécaniques complexes; de résoudre les problèmes propres aux projets d’implantation industrielle d’outils de CAO. Vocabulaire de l’aéronautique. Historique de la CAO en aéronautique. Rôle de la CAO dans le processus de conception. Impact de l’évolution des...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,351665,1
MEC628,Conception de systèmes à fluide sous pression,"Au terme de ce cours, l’étudiante ou l’étudiant comprendra le fonctionnement des composants des systèmes hydrauliques et pneumatiques et sera en mesure de concevoir un système à fluide sous pression. À la fin du cours, l’étudiante ou l'étudiant sera en mesure : d’appliquer les principes de mécanique des fluides à des systèmes hydrauliques et pneumatiques;de décrire le fonctionnement des composantes de base des systèmes hydrauliques et pneumatiques;d’analyser des systèmes...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.777,352902,1
GOL717,Conception de systèmes prédictifs pour l’entreprise,"À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure de concevoir des systèmes prédictifs destinés aux entreprises de production de biens et services. L’environnement moderne de production exige des solutions qui anticipent l’évolution du marché tout en identifiant les paramètres qui contribuent à l’amélioration de la productivité. Les systèmes prédictifs permettent la prédiction des résultats futurs en évaluant des ensembles de données historiques et...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.778,351429,1
GOL651,Conception d’outils d’aide à la décision,"Au terme de ce cours, l’étudiante ou l’étudiant sera familier avec la conception des outils d’aide à la décision appliquées au génie des opérations et de la logistique. Présentation des concepts des composants des outils d’aide à la décision, incluant les systèmes de gestion de bases de données et le développement d’applications informatiques sous l’aspect de solutions aux problèmes reliés aux opérations et à la logistique : avantages, inconvénients et limites,...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.778,351343,1
AER770,Conception et analyse des véhicules spatiaux,"Au terme de ce cours, l’étudiant sera en mesure de : choisir les matériaux appropriés pour une mission spatiale, établir des équations de bilan thermique pour un vaisseau spatial, décrire un système de contrôle thermique et son fonctionnement, définir les exigences thermiques (fonctionnement, survie), et exécuter des analyses thermiques pour les cas critiques. Modes dominants du transfert de chaleur dans la conception des engins spatiaux (rayonnement, conduction), résistance de...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.779,912178,1
ENV810,Dynamique des systèmes environnementaux,Se préparer à aborder des problématiques environnementales complexes sous l’angle des interactions entre les sous-systèmes composant l’environnement construit et la pratique du génie de l’environnement dans une optique de transdisciplinarité. Comparaison de la terminologie et des concepts reliés aux systèmes dans les différentes disciplines des sciences à ceux liés à la pratique du génie de l'environnement. Étude des concepts holistiques de la dynamique des systèmes...,3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.779,350840,2
ELE312,Électromagnétisme,"Au terme de ce cours, l'étudiante ou l'étudiant sera familier avec les concepts et les quantités physiques permettant de calculer les valeurs fondamentales. Loi de Coulomb. Champ électrique à charge ponctuelle et à distribution de charges. Loi de Gauss et ses applications. Potentiel électrostatique. Équations de Laplace et de Poisson. Méthode des images. Conducteurs. Diélectriques et polarisation. Courant électrique et lois de Kirchhoff. Champ magnétique. Force de Lorentz. Loi de...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,350273,1
MEC525,Conception vibratoire et dynamique des structures,"Au terme de ce cours, l’étudiante ou l’étudiant aura acquis les principes fondamentaux de la conception de structures soumises à des excitations dynamiques, les principes d'isolation des machines et d'amortissement des vibrations. Il sera initié aux techniques de mesures vibratoires. A la fin du cours, l’étudiante ou l'étudiant sera en mesure: de faire la modélisation simplifiée de systèmes dynamiques complexes; de simuler numériquement la dynamique des systèmes avec Matlab,...",4,2024-11-02 01:50:21.506,2024-11-02 01:50:21.780,352800,1
CTN734,"Éléments de chauffage, ventilation et climatisation","Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’expliquer le fonctionnement général des systèmes de chauffage, ventilation et air conditionné; de sélectionner des options pour la conception préliminaire de certaines composantes; d’analyser la consommation énergétique du bâtiment d’une manière préliminaire; de planifier et estimer tous les éléments nécessaires pour les étapes préliminaires de la construction. Introduction à la conception et à...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,349988,1
GIU805,"Contexte légal, institutionnel et sociopolitique de la ville","À la suite de ce cours, l’étudiante ou l'étudiant sera en mesure d’expliquer le fonctionnement de l’appareil municipal et d’exécuter son mandat dans un environnement juridique et administratif complexe dans une perspective globale de saine gestion des fonds publics et de reddition de compte. Rôle de l’ingénieur municipal dans l’univers légal, institutionnel et sociopolitique complexe de la ville. Base légale d’existence de la ville. Règles régissant l’octroi des...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.781,351091,2
ENR855,Énergie hydraulique,"Ce cours vise à : - faire connaître la ressource hydraulique, son potentiel et sa place dans le bilan énergétique; - initier les étudiantes ou les étudiants à la conception des turbines hydrauliques et au contexte du développement d’un projet hydroélectrique; - optimiser les paramètres de dimensionnement d’une turbine hydraulique et étudier son impact sur la centrale; - permettre aux étudiantes et aux étudiants de maîtriser les paramètres d’optimisation pour un...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.782,350778,2
SYS839,Entraînements électriques,"À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure: d’identifier et analyser le principe de fonctionnement des différents types de machines électriques en vue de leurs utilisations comme moteurs ou génératrices;d’analyser le principe de fonctionnement et de concevoir les différents types de convertisseurs statiques utilisés pour l’alimentation des machines électriques à vitesse variable;d’analyser le fonctionnement des différentes associations...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.782,353748,2
AER650,Conception et ingénierie des systèmes basées sur le modèle,"Au terme de ce cours, l’étudiant sera en mesure de : expliquer comment spécifier un système en utilisant une combinaison de texte et de modèles, identifier le modèle le plus adapté au contexte des exigences qu’il souhaite représenter, décrire les atouts et les limites des formats de modèle qu’il a choisis, modéliser et spécifier des systèmes complexes à l’aide de modèles de différents types et d’éléments textuels correctement formatés, comprendre et utiliser les...",3,2024-11-02 01:50:21.505,2024-11-02 01:50:21.780,912134,1
MGC840,Conception et réhabilitation des chaussées,"Acquérir les concepts fondamentaux en matière de conception et de réhabilitation des chaussées. Méthodes de calcul structural, comportement rhéologique des enrobés bitumineux, caractérisation des matériaux et impact du climat en conception des chaussées. Outils scientifiques et économiques de sélection des interventions de réhabilitation. Éléments de conception et de réhabilitation. Méthodes de calcul de la réponse structurale de la chaussée. Limites des théories...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.780,353206,2
MGA900-H25,Conception préliminaire d'un système hydraulique d'avion de ligne,Cette étude de cas est proposée par Gustave Nfonguem (PhD) qui est spécialiste en ingénierie des systèmes chez Lockheed Martin Canada (Rotary &amp; Mission Systems). L’étude de cas sert à définir et valider une architecture optimisée pour un système de génération et de distribution de la puissance hydraulique pour un avion de ligne. Ce projet de conception préliminaire intégrera en particulier des pompes électriques de nouvelle génération. L’architecture développée par...,3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.780,907868,2
CTN112,Éléments de construction de bâtiment,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de comprendre le rôle des divers professionnels impliqués dans un projet de construction; d’évaluer les différentes contraintes d’un projet de construction; de proposer des concepts adaptés à la réglementation en vigueur et aux conditions spécifiques d’un projet; de proposer des solutions incluant les nouvelles tendances dans le domaine. Introduction à l’architecture. Notions de programmation fonctionnelle....",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,349782,1
CTN114,Éléments de matériaux de construction,"À la suite de ce cours, l’étudiante ou l'étudiant sera en mesure : de réaliser différents essais de laboratoire sur les granulats, les sols, le béton, le bitume et les enrobés; de vérifier des essais de laboratoire effectués par d’autres sur les granulats, les sols, le béton, le bitume et les enrobés; de calculer le dosage d’un béton et d’un mortier; de formuler un enrobé. Initiation aux notions de granulats, mécanique des sols, béton, bitume et enrobés utilisés en...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,349784,1
GES835,Créativité et innovation,"À la fin de ce cours, l’étudiante ou l'étudiant sera en mesure : d’augmenter son potentiel de créativité et celui d’une équipe; de communiquer ses idées de façon convaincante. Attitude et climat. Psychologie de l’acheteur. Créativité technique et de processus d’affaire. Créativité individuelle et en équipe. Résolution créative de problèmes. Gestion d’un environnement créatif. Évaluation des solutions. Culture de l’innovation. Effet sur l’entreprise. ",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.782,350987,2
MTI820,Entrepôts de données et intelligence d’affaires,"Au terme de ce cours, l’étudiante ou l’étudiant sera en mesure : d’analyser les besoins d’une organisation en intelligence d’affaires; de spécifier les exigences d’un entrepôt de données; de modéliser, concevoir, réaliser, et administrer un entrepôt de données. Revue des concepts SQL2; interface entre SQL et un programme (SQLJ, SQL-PSM, JDBC, DBMS_LOB); modélisation, conception, réalisation, réalisation et administration d’un entrepôt de donné. Éléments d’un...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.782,353322,2
CTN735,Environnement et bâtiments durables,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’évaluer les impacts environnementaux des bâtiments; de proposer des options de développement durable dans la conception et la construction des bâtiments. Introduction aux impacts environnementaux des bâtiments et de leur construction. Constat environnemental du milieu bâti. Évaluation des impacts environnementaux des bâtiments sur les ressources, l’eau et l’air. Impact du milieu urbain et du choix du site....",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.783,349996,1
MEC761,Essais mécaniques et contrôle non destructif,"Au terme de ce cours, l’étudiante ou l'étudiant aura acquis les notions de base et sera familier avec les diverses techniques de contrôle non destructif afin de pouvoir en évaluer les performances et les limitations. À la fin de ce cours, l'étudiante ou l'étudiant sera en mesure  : d'appliquer les principes physiques à la base des différentes méthodes de contrôle non destructif abordées de façon à pouvoir en évaluer les performances et les limitations; de faire la sélection,...",3,2024-11-02 01:50:21.508,2024-11-02 01:50:21.783,353093,1
BIM880,Fabrication numérique et construction hors-site,"Préparer les acteurs de l'AECO à la transformation numérique de l'industrie. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de décrire la théorie du processus de la production; d’utiliser différents types de robots pour la construction; de réaliser un design pour la construction robotisée; de différencier les types de préfabrication (Offsite manufacturing, Modular construction, etc.) et les contextes favorables à leur utilisation; de comprendre l’impact de la...",3,2024-11-02 01:50:21.508,2024-11-02 01:50:21.784,349702,2
MEC733,Gestion d'énergie dans les bâtiments,"Au terme de ce cours, l’étudiante ou l’étudiant aura acquis des notions sur l'efficacité énergétique des bâtiments et sera en mesure de choisir les mesures d'économie d'énergie appropriées et de déterminer leur impact sur la consommation d'énergie. À la fin du cours, l’étudiante ou l’étudiant sera en mesure : d’appliquer les principes d’audits énergétiques des bâtiments; de modéliser des bâtiments avec leurs systèmes CVCA (chauffage, ventilation et...",3,2024-11-02 01:50:21.508,2024-11-02 01:50:21.786,352996,1
GCI500,Gestion des travaux de construction,"À la suite de ce cours, l’étudiante ou l’étudiant sera en mesure : de mettre en pratique les connaissances acquises en gestion de projets par l'étude et l'analyse d'un projet réel. Analyse et intégration des notions de planification, contrôle, estimation et organisation sur la base de l'analyse d'un projet réel. Notions relatives au rôle du chargé de projet, à la tenue des réunions de chantier, aux relations contractuelles et personnelles ainsi qu'à l'impact des moyens de...",3,2024-11-02 01:50:21.510,2024-11-02 01:50:21.787,350932,1
GES881-A24,Gouvernance et gestion des données,"Ce cours vise à doter les étudiantes et étudiants des connaissances clés en gouvernance et gestion des données nécessaires pour comprendre les aspects, les principes et les enjeux principaux entourant la valorisation des données dans les entreprises. Le cours couvre les sujets fondamentaux en lien avec la gouvernance et la gestion des données, deux sujets au cœur de la transformation numérique. Considérant l’étendue des sujets à couvrir, une perspective intégrative sera...",3,2024-11-02 01:50:21.511,2024-11-02 01:50:21.787,907817,2
ENR859,Efficacité énergétique,"Ce cours vise à comprendre l’enjeu des mesures d’économie d’énergie appliquées aux bâtiments et à certains procédés énergétiques. Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure de quantifier les économies d’énergie et de déterminer leur impact sur l’efficacité énergétique. Rappel sur les systèmes électromécaniques dans les bâtiments : systèmes CVCA (chauffage, ventilation et conditionnement d’air), systèmes de conversion d’énergie,...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.780,350780,2
LOG121,Conception orientée objet,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : de concevoir des systèmes orientés objet en appliquant des principes et heuristiques de base d’une bonne conception;d'analyser des problèmes de conception;de choisir et d’appliquer des patrons de conception. Conception orientée objet : identification des objets, modélisation des objets et de leur interaction, notions de cohésion d’un objet et de couplage entre objets. Patrons de conception : compréhension des...",4,2024-11-02 01:50:21.506,2024-11-02 01:50:21.780,352405,1
TCH030,Électrotechnique,"Ce cours ne peut être reconnu dans le cadre d’un programme de baccalauréat. Au terme de ce cours, l'étudiante ou l'étudiant sera en mesure de manipuler les composants de base de systèmes à courant alternatif monophasés et triphasés dans le but d’expliquer le fonctionnement de ces systèmes. Manipulation sécuritaire des instruments de mesure en courant alternatif (voltmètre, ampèremètre, wattmètre, etc.). Valeur moyenne, valeur efficace, fréquence et phase. Diagramme de...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,353902,1
CTN100,Éléments de gestion de projets de construction,"Au terme de ce cours, l’étudiante ou l'étudiant sera en mesure : d’identifier les différents éléments qui caractérisent la culture de l’industrie de la construction ainsi que les différents intervenants pouvant être impliqués dans un projet de construction; d’analyser l’impact des différents environnements sur le déroulement d’un projet; d’évaluer l’importance des équipes multidisciplinaires en gestion de projets; d’utiliser les différents outils de gestion...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.781,349770,1
ENT800,Création d'une entreprise scientifique et technologique,"Ce cours vise à familiariser les étudiants et étudiantes au processus de création d’une entreprise et à évaluer les principaux éléments qui conduisent à l’activité entrepreneuriale. Au terme de ce cours, l’étudiant ou l’étudiante sera en mesure de : identifier les caractéristiques et le rôle de l’entrepreneur technologique ainsi que la place qu’il ou qu’elle occupe au sein d’une jeune pousse (start-up); valider son projet de recherche scientifique ou technologique;...",3,2024-11-02 01:50:21.506,2024-11-02 01:50:21.781,398729,2
GES880-A25,Entrepreneuriat : modèles et outils,"Ce cours vise à doter les étudiantes et étudiants des connaissances et compétences nécessaires pour évoluer dans le monde de l’entrepreneuriat après avoir achevé la phase initiale d'exploration des opportunités. Au cours des séances, ils plongeront dans les concepts fondamentaux, les modèles et les outils essentiels à la construction d'entreprises prospères. Le cours permettra d’introduire les grands modèles et outils de l’entrepreneuriat, notamment : la conception de...",3,2024-11-02 01:50:21.507,2024-11-02 01:50:21.782,907814,2
PRE011,Développement professionnel et initiation à la santé et sécurité au travail,"Volet 1 : Développement professionnel et stages Cette activité vise à expliquer les principes d’un stage; à outiller l’étudiante ou l’étudiant pour le stage; à réfléchir à son développement professionnel. Au terme de cette activité, l’étudiante ou l’étudiant sera en mesure de : connaître les ressources du Service de l’enseignement coopératif, les règlements, le code d’éthique, l’organisation de stages, les méthodes de recherche de stage; comprendre le marché...",1,2024-11-02 01:50:21.506,2024-11-02 01:50:21.782,353444,1
